Tweet,Emotion
keyshamackie it fucking dreadful for live footy match,fear
in love with barberceleste insta hilarious,joy
johngdryden gud morning sir keep smiling,joy
watch this amazing live ly broadcast by rosannahill lively musically,joy
modelady know right had tinge of the same thought glad it six from bsg though happy the show stayed consistent after break,sadness
so happy my next class is canceled bc im od tired,joy
pride and prejudice is modern day keeping up with the kardashians howsyourdaybin ve never been so offended in my life,anger
i wa not made for this world empath unhappy,sadness
iamsrk what up the gender bias indignant this fancypants saddler daughter will opt for the leather jacket thank you very much,anger
yeah no don mind tweetin that twice blm likethat,anger
a former diplomat is quite gleeful about the situation of pakistan on timesnow nnot quite stiff upper lip of diplomacy seen normally,joy
i ll just have to eat my way to sobriety this ll be hell of journey back to sober,sadness
reillygolfpro realkidpoker stacyacey wsoptd no he didn they are obviously friend and that clouded his judgement,sadness
a tummy full of steak wine key lime pine and cuddle on tap what way to turn around stressful wednesday,sadness
skipping meal is the national way of showing disappointment and anger wiz,anger
my head still in ibiza but my body is sat at me desk at work depressing,sadness
kayleighmcenany donaldjtrumpjr is that really all you can offer for those who sacrifice daily to keep you safe kayleighmcenany,sadness
still can log into my fucking snapchat snapchat snap,anger
in ever use to like smiling until realized how good my teeth look witout the brace,joy
nataliem sadly war ha often been the factor that jump start u economic growth,sadness
todofuku dreadful day at work now im gonna be late for class im covered in paint now have to work night shift too,fear
eurekaforbes got to kidding me anu from your firm responded when sent the contact detail terrible customerexperience,fear
hotpointuk customer service beyond appalling faulty dryer replacement break within wks no part for wks engineer no show,anger
penny dreadful temporada,fear
no respect for people who force their opinion on to others yet get offended when someone doe the same to them,anger
fucking hell rush for the damn train also no use fucking min wait still sweating smrtruinslives,anger
never let me see you frown,sadness
just found out tonight my son will not be doing practical work counting towards his gcse exam ok then thought stem wa all the rage,anger
so grim being up at,sadness
flat party and instantly get bollocked about it,anger
projection is perception see it in someone else you also at some level have that within you anger worry,anger
it worth noting that despite the animosity between the u president and the israeli president they both behaved a gentleman,anger
if could just get my line to block germantownbroncos lilleague popwarner bronco usafootball offense lineman,anger
boy oh boy our weekday schedule is crazy but no matter how tired am do whatever it take to keep the smile on kai face from frown,anger
alaskagurus adventuretweets agreed an awe to meet such beautiful powerful animal,fear
schokokitsune a much a always eat so no n nbut shake all the time so eeeeh maybe should go see doctor cause of it,fear
tomorrow is going to be challenge have to talk at fresher fair to stranger and pick up my new flat key,fear
watch this amazing live ly broadcast by jaredhorgan musically,joy
i wish there wa glee version of shawnmendes stitch gleeonfox gleekforever,joy
whatever you decide to do make sure it make you,joy
megannn_walsh itsshelleeey never said that just not fair how yous think it completely okay to bully someone,fear
we can easily forgive child who is afraid of the dark the real tragedy of life is when men are afraid of the light plato,sadness
i just still so happy na blast,joy
lebara worst possible decision could have made when arriving in the uk shocking service poor coverage,sadness
my favorite insult get is from straight white men and it usually tall fat lesbian you intimidated bro,fear
lilymacintyre_ she wa my favourite such joyful soul,joy
i got fever high ni got boiling blood,anger
i start work tmrw yall m nervous lol,fear
the people that call in to pov on kx make my night,joy
attcares why do have wait hour to call you back to cancel an order just placed after already spending hour on the phone,sadness
i just killed spider so big it sprayed spider gut on me like horror movie ugh revenge,anger
the anxiety have right now,fear
mary berry what the icing on top of your bakewell tart it look like horrid mr kipling not something derbyshire would recognise gbbo,fear
so excited to watch rupaulsdragrace allstars rupaul,anger
well stock finished amp listed living room moved around new editing done amp fitted in visit to the in law productivityatitsfinest happy,joy
always doing the emotionalhedge wps ni elated about start have mentioned m on tamu,joy
zero help from ups customer service just pushing the buck back and forth and promising callback that don happen loathing,anger
bradshawjp sweet,joy
texan and astros both shut out tonight houston we re back to normal texan astros sadness loser,sadness
